species,Longitude,Latitude
Ae.albopictus,9.66759,45.69492
Ae.albopictus,9.5504627,45.599685
Ae.albopictus,15.549007,41.4718386
Ae.albopictus,12.14775946,43.78251087
Ae.albopictus,12.31358167,43.88011361
Ae.albopictus,12.2784632,43.90057323
Ae.albopictus,12.27335585,43.80685626
Ae.albopictus,12.37463136,43.91499338
Ae.albopictus,12.19763799,43.85930773
Ae.albopictus,10.03791141,45.08863508
Ae.albopictus,9.501930628,44.96740433
Ae.albopictus,9.962461934,44.8873046
Ae.albopictus,9.98013327,44.97381087
Ae.albopictus,9.596539124,44.77862201
Ae.albopictus,9.385855939,44.79202588
Ae.albopictus,9.461956212,45.00775979
Ae.albopictus,9.850694146,44.97557652
Ae.albopictus,9.608267126,45.09124526
Ae.albopictus,9.85552104,45.05357762
Ae.albopictus,9.796772698,44.89913106
Ae.albopictus,9.868405965,44.86630247
Ae.albopictus,9.427672039,45.05806486
Ae.albopictus,9.991589688,45.08822648
Ae.albopictus,9.455401383,44.76038474
Ae.albopictus,9.920652169,45.00028403
Ae.albopictus,9.568638533,44.70153112
Ae.albopictus,9.910077455,44.93423817
Ae.albopictus,9.553731702,44.93925917
Ae.albopictus,9.624164746,44.98772965
Ae.albopictus,9.558516726,45.00986647
Ae.albopictus,9.709444203,44.81635769
Ae.albopictus,9.778323021,44.81179684
Ae.albopictus,9.928847585,45.08949731
Ae.albopictus,9.343657856,44.93177835
Ae.albopictus,9.71779081,45.04142769
Ae.albopictus,9.411174518,44.92595056
Ae.albopictus,9.463792091,44.90785648
Ae.albopictus,9.702247733,44.97048337
Ae.albopictus,9.79593515,44.99328116
Ae.albopictus,9.611824783,44.91644191
Ae.albopictus,9.565644504,45.06349564
Ae.albopictus,9.739894506,44.92379233
Ae.albopictus,9.934006525,45.03014342
Ae.albopictus,9.498382021,45.06556089
Ae.albopictus,9.525956313,44.85768698
Ae.albopictus,9.843041721,44.78782007
Ae.albopictus,9.639333094,44.88978158
Ae.albopictus,10.01701769,45.03015496
Ae.albopictus,9.383538938,44.99070095
Ae.albopictus,9.578975589,44.52534261
Ae.albopictus,9.800740243,44.50189784
Ae.albopictus,10.1306659,44.59023824
Ae.albopictus,10.20748129,44.75111058
Ae.albopictus,10.38063595,44.94137196
Ae.albopictus,10.23874273,44.67951243
Ae.albopictus,10.05591011,44.86207474
Ae.albopictus,10.16432723,44.88087997
Ae.albopictus,10.20317612,44.84871379
Ae.albopictus,10.11184471,44.66856926
Ae.albopictus,10.23318063,44.61459828
Ae.albopictus,10.29871841,44.61790781
Ae.albopictus,10.08030033,44.73971782
Ae.albopictus,10.44450989,44.91980661
Ae.albopictus,10.39275475,44.70431595
Ae.albopictus,10.31291163,44.54295341
Ae.albopictus,10.13570465,44.80258084
Ae.albopictus,10.32759315,44.79363961
Ae.albopictus,9.909107318,44.74596517
Ae.albopictus,10.08578964,45.0131785
Ae.albopictus,10.21142796,44.99794185
Ae.albopictus,10.198869,44.69646126
Ae.albopictus,9.981371838,44.80399097
Ae.albopictus,9.972102206,44.64387472
Ae.albopictus,10.13855371,44.93769765
Ae.albopictus,10.43499888,44.86427933
Ae.albopictus,10.06749239,44.61126043
Ae.albopictus,10.34285035,44.90161577
Ae.albopictus,10.37219402,44.63418994
Ae.albopictus,9.983164517,44.69302345
Ae.albopictus,9.849351258,44.64289865
Ae.albopictus,10.15173793,45.01237733
Ae.albopictus,10.67889549,44.78407911
Ae.albopictus,10.62174314,44.48131818
Ae.albopictus,10.6187696,44.79611432
Ae.albopictus,10.53009305,44.45187088
Ae.albopictus,10.75262899,44.58895433
Ae.albopictus,10.48981427,44.52759283
Ae.albopictus,10.70186775,44.52285401
Ae.albopictus,10.41693942,44.43867925
Ae.albopictus,10.52688497,44.70332591
Ae.albopictus,10.41272555,44.55111524
Ae.albopictus,10.765574,44.76297848
Ae.albopictus,10.61676828,44.8816634
Ae.albopictus,10.68159826,44.90529748
Ae.albopictus,10.45962653,44.70781852
Ae.albopictus,10.70856259,44.8452733
Ae.albopictus,10.52537902,44.8530598
Ae.albopictus,10.51382141,44.62984394
Ae.albopictus,10.79839702,44.91446281
Ae.albopictus,10.63469737,44.69742599
Ae.albopictus,10.78786051,44.67015492
Ae.albopictus,10.78398245,44.71516847
Ae.albopictus,10.44086734,44.62136037
Ae.albopictus,10.46747102,44.75092904
Ae.albopictus,10.68990404,44.59879487
Ae.albopictus,10.54556268,44.38512552
Ae.albopictus,10.35585011,44.47523395
Ae.albopictus,10.53007438,44.57932593
Ae.albopictus,10.99615077,44.71966464
Ae.albopictus,11.04765526,44.75289726
Ae.albopictus,10.84151357,44.69966852
Ae.albopictus,11.14401991,44.8024747
Ae.albopictus,11.07281382,44.59817529
Ae.albopictus,10.9299136,44.56186949
Ae.albopictus,11.00143585,44.84030293
Ae.albopictus,11.00175742,44.92478347
Ae.albopictus,10.82587439,44.53046294
Ae.albopictus,10.87008544,44.50813172
Ae.albopictus,10.9139431,44.43675485
Ae.albopictus,11.12450423,44.90739263
Ae.albopictus,11.05596157,44.68518236
Ae.albopictus,10.92946149,44.87319352
Ae.albopictus,11.02375431,44.57360007
Ae.albopictus,11.15062965,44.84518431
Ae.albopictus,11.03261736,44.78949812
Ae.albopictus,10.77824443,44.53341285
Ae.albopictus,10.94170178,44.7477148
Ae.albopictus,11.00044101,44.53695569
Ae.albopictus,11.19341884,44.56515585
Ae.albopictus,11.33244606,44.63128219
Ae.albopictus,11.57139673,44.66853944
Ae.albopictus,11.08237142,44.51183035
Ae.albopictus,11.42280951,44.63297692
Ae.albopictus,11.33342259,44.49798834
Ae.albopictus,11.54616747,44.56261405
Ae.albopictus,11.27471129,44.56823971
Ae.albopictus,11.30890894,44.68591675
Ae.albopictus,11.06474076,44.4324146
Ae.albopictus,11.35392792,44.57194621
Ae.albopictus,11.54813761,44.39619604
Ae.albopictus,11.46517768,44.51120731
Ae.albopictus,11.14200924,44.52876872
Ae.albopictus,11.18573159,44.75242908
Ae.albopictus,11.42940915,44.74696669
Ae.albopictus,11.43256347,44.56124985
Ae.albopictus,11.71590303,44.38773019
Ae.albopictus,11.50978102,44.68746297
Ae.albopictus,11.66895527,44.51416786
Ae.albopictus,11.50264317,44.61653004
Ae.albopictus,11.09078492,44.47121914
Ae.albopictus,11.47616981,44.42851021
Ae.albopictus,10.93192162,44.149536
Ae.albopictus,11.26780353,44.62644133
Ae.albopictus,11.37472354,44.65754887
Ae.albopictus,11.20321654,44.66018644
Ae.albopictus,11.40493524,44.71050315
Ae.albopictus,11.12744111,44.66583492
Ae.albopictus,11.24214966,44.40658375
Ae.albopictus,11.08585389,44.2913803
Ae.albopictus,11.21052572,44.49492442
Ae.albopictus,11.88923534,44.62222224
Ae.albopictus,11.99665895,44.95990368
Ae.albopictus,11.37381713,44.90309543
Ae.albopictus,11.30787983,44.77569867
Ae.albopictus,12.12843347,44.85817925
Ae.albopictus,12.16213973,44.68356164
Ae.albopictus,11.86080376,44.90240856
Ae.albopictus,11.64925034,44.82283111
Ae.albopictus,11.86717108,44.84238693
Ae.albopictus,11.97900633,44.87536704
Ae.albopictus,12.14314878,44.7705027
Ae.albopictus,12.05958442,44.79228685
Ae.albopictus,12.21921248,44.89979624
Ae.albopictus,11.95432446,44.78770758
Ae.albopictus,11.44728585,44.82142423
Ae.albopictus,11.97794305,44.72371247
Ae.albopictus,11.49731534,44.77038694
Ae.albopictus,11.83891045,44.69824428
Ae.albopictus,11.79137181,44.94458916
Ae.albopictus,11.38483122,44.80015239
Ae.albopictus,11.49622985,44.85274441
Ae.albopictus,11.73775402,44.76201129
Ae.albopictus,11.90032091,44.80754605
Ae.albopictus,12.31738948,44.83178724
Ae.albopictus,11.99138445,44.7815874
Ae.albopictus,12.00335152,44.54471405
Ae.albopictus,12.0057076,44.43924992
Ae.albopictus,11.83478557,44.39259833
Ae.albopictus,11.74085126,44.19444859
Ae.albopictus,11.61103484,44.20491747
Ae.albopictus,11.7870799,44.32075301
Ae.albopictus,12.31500674,44.25119117
Ae.albopictus,11.83364638,44.52724968
Ae.albopictus,11.91173961,44.3800591
Ae.albopictus,11.90993047,44.29721293
Ae.albopictus,11.97290737,44.48290622
Ae.albopictus,11.90658821,44.47730187
Ae.albopictus,11.8144609,44.4614343
Ae.albopictus,11.7021433,44.2765996
Ae.albopictus,12.04769649,44.37268176
Ae.albopictus,11.86255474,44.44698982
Ae.albopictus,11.83605,44.35766334
Ae.albopictus,11.94532555,43.86606166
Ae.albopictus,12.14577377,44.15711213
Ae.albopictus,12.35275892,44.01745487
Ae.albopictus,11.9339092,44.17215425
Ae.albopictus,12.3800887,44.1758385
Ae.albopictus,12.01175654,44.01376357
Ae.albopictus,11.87919633,44.12217456
Ae.albopictus,12.04980223,44.22742468
Ae.albopictus,12.12794017,44.18956366
Ae.albopictus,11.91349469,43.99124912
Ae.albopictus,12.34781254,44.11820138
Ae.albopictus,12.39185499,44.13113974
Ae.albopictus,12.34194327,44.08264873
Ae.albopictus,12.0643434,44.09722916
Ae.albopictus,12.16686854,43.98311396
Ae.albopictus,11.79794759,44.14913077
Ae.albopictus,12.29848205,44.07321913
Ae.albopictus,11.72030413,44.00038835
Ae.albopictus,11.95152118,44.09219471
Ae.albopictus,11.78160718,43.9667322
Ae.albopictus,11.8422379,44.06098204
Ae.albopictus,12.26593325,44.04398974
Ae.albopictus,12.43237536,44.1149765
Ae.albopictus,11.85070167,43.91441733
Ae.albopictus,12.10398667,43.92804712
Ae.albopictus,12.39920955,44.1014123
Ae.albopictus,12.26511459,43.97292445
Ae.albopictus,11.7504836,44.06234627
Ae.albopictus,12.05579354,43.8041211
Ae.albopictus,12.46364065,44.13171112
Ae.albopictus,12.56942073,43.96773153
Ae.albopictus,12.67166822,43.96273827
Ae.albopictus,12.65193457,43.84451176
Ae.albopictus,12.58020277,43.92807644
Ae.albopictus,12.61653835,43.88182372
Ae.albopictus,12.70833489,43.86670934
Ae.albopictus,12.53276098,43.92412297
Ae.albopictus,12.65335288,43.91340885
Ae.albopictus,12.40778155,44.02869941
Ae.albopictus,12.64582637,43.99680802
Ae.albopictus,12.53051635,44.0388778
Ae.albopictus,12.67941661,43.88549133
Ae.albopictus,12.7065334,43.93480301
Ae.albopictus,12.43546264,44.05236424
Ae.albopictus,12.37618891,43.97881813
Ae.albopictus,12.42846928,43.98322221
Ae.albopictus,12.56466668,43.89314123
Ae.albopictus,18.557448,42.427376
Ae.albopictus,14.0317299,42.6520537
Ae.albopictus,13.1668732,45.764773
Ae.albopictus,13.3898184,45.678455
Ae.albopictus,13.02777778,41.27833333
Ae.albopictus,11.03313224,44.47596039
Ae.albopictus,10.9908417,44.4943321
Ae.albopictus,10.94340746,44.49896048
Ae.albopictus,10.89603322,44.52619661
Ae.albopictus,10.89466893,44.55599344
Ae.albopictus,10.85778706,44.57994239
Ae.albopictus,10.79942944,44.60040876
Ae.albopictus,10.88631212,44.65667668
Ae.albopictus,10.93939907,44.66348396
Ae.albopictus,10.93234299,44.63568401
Ae.albopictus,10.90115667,44.71080469
Ae.albopictus,10.85891217,44.76062624
Ae.albopictus,10.90083225,44.79794547
Ae.albopictus,10.898859,44.89270331
Ae.albopictus,10.99769009,44.89030212
Ae.albopictus,11.07021853,44.85120351
Ae.albopictus,11.29808047,44.83763798
Ae.albopictus,11.10238984,44.72676313
Ae.albopictus,11.06937258,44.65533852
Ae.albopictus,7.602694,47.599829
Ae.albopictus,7.887758,47.981886
Ae.albopictus,9.5273623,45.6662838
Ae.albopictus,9.6081567,45.6545741
Ae.albopictus,9.8785477,45.6405612
Ae.albopictus,10.0820935,45.8228318
Ae.albopictus,9.7685402,45.7452587
Ae.albopictus,9.5848909,45.6947986
Ae.albopictus,9.74691,45.52078
Ae.albopictus,9.665453,45.8370441
Ae.albopictus,9.955692,45.6711404
Ae.albopictus,9.7258576,45.6878092
Ae.albopictus,9.60081,45.51924
Ae.albopictus,9.7017807,45.5947445
Ae.albopictus,9.6310109,45.7523529
Ae.albopictus,24.244722,41.074972
Ae.albopictus,24.187778,41.051931
Ae.albopictus,24.147222,41.149
Ae.albopictus,24.121111,41.131628
Ae.albopictus,24.208611,41.131361
Ae.albopictus,24.093056,41.117617
Ae.albopictus,24.043056,41.121628
Ae.albopictus,24.0475,41.060669
Ae.albopictus,4.256399,39.896794
Ae.albopictus,21.26666,48.65
Ae.albopictus,39.9,43.43333
Ae.albopictus,40.2,43.66666
Ae.albopictus,39.86666,43.51666
Ae.albopictus,39.71666,43.58333
Ae.albopictus,39.7,43.63333
Ae.albopictus,39.33333,43.9
Ae.albopictus,39.08333,44.1
Ae.albopictus,38.7,44.31666
Ae.albopictus,35.68333,32.45
Ae.albopictus,35.9,31.45
Ae.albopictus,35.59777,32.279166
Ae.albopictus,35.61666,31.96666
Ae.albopictus,35.60194,32.52611
Ae.albopictus,35.62666,31.90055
Ae.albopictus,35.7,32.3
Ae.albopictus,41.60406,41.59891
Ae.albopictus,41.6113,41.63122
Ae.albopictus,41.64482,41.63498
Ae.albopictus,-8.093,37.09
Ae.albopictus,23.31615,40.10754
Ae.albopictus,22.91175,40.83841
Ae.albopictus,23.55348,40.2864
Ae.albopictus,24.29825,35.31419
Ae.albopictus,22.59603,40.85776
Ae.albopictus,26.2528,39.21446
Ae.albopictus,24.0592,35.49377
Ae.albopictus,24.22473,35.31103
Ae.albopictus,24.2638,35.3605
Ae.albopictus,24.86446,41.11983
Ae.albopictus,24.16009,41.021
Ae.albopictus,23.93306,41.19122
Ae.albopictus,25.40561,41.11827
Ae.albopictus,24.90353,41.0902
Ae.albopictus,18.5767,45.5222
Ae.albopictus,18.6719,45.5278
Ae.albopictus,18.6425,45.5428
Ae.albopictus,18.8054,45.2991
Ae.albopictus,18.703,45.058
Ae.albopictus,9.944093,49.793261
Ae.albopictus,8.4148,48.46431
Ae.albopictus,7.011,51.45
Ae.albopictus,11.608549,50.891075
Ae.albopictus,8.68671,49.402586
Ae.albopictus,-0.176008,39.013722
Ae.albopictus,-0.315981,39.201264
Ae.albopictus,1.415711,38.93845
Ae.albopictus,2.809012,41.83415
Ae.albopictus,2.157367,41.644595
Ae.albopictus,2.646258,41.6233
Ae.albopictus,1.784261,41.799971
Ae.albopictus,3.073154,41.863587
Ae.albopictus,0.044455,38.652708
Ae.albopictus,2.508117,39.551
Ae.albopictus,0.651884,40.779585
Ae.albopictus,-0.372809,38.462145
Ae.albopictus,2.472126,41.725554
Ae.albopictus,2.832135,41.897941
Ae.albopictus,2.761947,42.084714
Ae.albopictus,2.724611,42.056357
Ae.albopictus,2.574673,41.599352
Ae.albopictus,-0.216778,39.680727
Ae.albopictus,2.269965,41.626538
